epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,1150.11,0.02058,1.85754,1.25493,0.37775,0.20613,0.16839,0.04633,0.01933,1.82013,1.15364,0.00925,0.00925,0.00925
27,1175.21,0.02028,1.79938,1.23587,0.38648,0.21036,0.17509,0.04942,0.01945,1.84826,1.15898,0.00922,0.00922,0.00922
28,1200.36,0.02032,1.78993,1.22345,0.39275,0.20206,0.16955,0.04512,0.0195,1.87776,1.16881,0.00919,0.00919,0.00919
29,1225.63,0.02021,1.75271,1.2193,0.40965,0.22113,0.19463,0.05461,0.01887,1.74003,1.15892,0.00916,0.00916,0.00916
30,1250.67,0.01995,1.7419,1.20466,0.39812,0.22289,0.18877,0.05521,0.0188,1.69009,1.1458,0.00913,0.00913,0.00913
31,1276.05,0.01984,1.75905,1.22203,0.34095,0.20823,0.16659,0.04539,0.01954,1.85183,1.15412,0.0091,0.0091,0.0091
32,1300.91,0.01974,1.76638,1.20857,0.32245,0.17396,0.13685,0.03703,0.01954,1.79083,1.15333,0.00907,0.00907,0.00907
33,1326.12,0.01976,1.69348,1.20504,0.40923,0.2321,0.19625,0.05708,0.0188,1.74836,1.14535,0.00904,0.00904,0.00904
34,1351.41,0.01972,1.69352,1.19656,0.39517,0.22996,0.18644,0.05238,0.01888,1.74321,1.1444,0.00901,0.00901,0.00901
35,1376.46,0.01992,1.70294,1.18285,0.41909,0.24023,0.20578,0.05888,0.01843,1.70785,1.1304,0.00898,0.00898,0.00898
36,1401.65,0.01987,1.67551,1.19108,0.40153,0.21607,0.18889,0.0541,0.01886,1.73273,1.14748,0.00895,0.00895,0.00895
37,1426.85,0.01953,1.67113,1.17151,0.46518,0.23214,0.22174,0.06637,0.01852,1.69665,1.14079,0.00892,0.00892,0.00892
38,1451.95,0.01935,1.67681,1.20159,0.42216,0.22576,0.20227,0.06023,0.01854,1.71156,1.13111,0.00889,0.00889,0.00889
39,1477.19,0.01924,1.64664,1.18108,0.42223,0.24208,0.20574,0.06075,0.0183,1.64435,1.13955,0.00886,0.00886,0.00886
40,1502.09,0.01905,1.64636,1.24263,0.36394,0.20358,0.16828,0.04664,0.01917,1.79611,1.14593,0.00883,0.00883,0.00883
41,1527.28,0.01899,1.61336,1.16896,0.42637,0.24773,0.2111,0.06212,0.01823,1.78482,1.11675,0.0088,0.0088,0.0088
42,1552.47,0.01911,1.64175,1.19021,0.44494,0.2423,0.21872,0.0632,0.01841,1.71049,1.12355,0.00877,0.00877,0.00877
43,1577.39,0.01912,1.65475,1.16429,0.42575,0.24627,0.22217,0.0678,0.01834,1.68169,1.11851,0.00874,0.00874,0.00874
44,1602.68,0.01909,1.59584,1.18543,0.43369,0.24487,0.2172,0.06549,0.01823,1.6599,1.12627,0.00871,0.00871,0.00871
45,1627.82,0.01894,1.62143,1.17686,0.42873,0.23193,0.21615,0.06465,0.01834,1.69124,1.1246,0.00868,0.00868,0.00868
46,1652.99,0.01897,1.61022,1.17973,0.43544,0.24744,0.22033,0.06355,0.01859,1.66151,1.12881,0.00865,0.00865,0.00865
47,1678.2,0.01896,1.58972,1.14455,0.45777,0.23353,0.23334,0.06981,0.01826,1.6901,1.12956,0.00862,0.00862,0.00862
48,1703.42,0.01842,1.56214,1.18748,0.43856,0.25071,0.22287,0.06734,0.01789,1.6168,1.11641,0.00859,0.00859,0.00859
49,1728.4,0.01874,1.57058,1.17143,0.43809,0.23579,0.21124,0.06351,0.01821,1.71674,1.12066,0.00856,0.00856,0.00856
50,1753.34,0.01879,1.62811,1.18173,0.44014,0.25983,0.21523,0.06302,0.01792,1.65405,1.12004,0.00853,0.00853,0.00853
51,1778.3,0.01831,1.54646,1.18614,0.45959,0.25852,0.23791,0.07334,0.01799,1.63712,1.13829,0.0085,0.0085,0.0085
52,1803.51,0.01847,1.54742,1.15221,0.45312,0.24356,0.22608,0.06792,0.01823,1.74104,1.12416,0.00847,0.00847,0.00847
53,1828.78,0.01808,1.52436,1.1532,0.43087,0.2351,0.21087,0.06156,0.01846,1.63715,1.11864,0.00844,0.00844,0.00844
54,1853.9,0.01836,1.53038,1.14252,0.44753,0.25072,0.22536,0.06796,0.0179,1.69404,1.10424,0.00841,0.00841,0.00841
55,1879.09,0.01834,1.51874,1.16275,0.44004,0.26291,0.23328,0.06809,0.01805,1.62923,1.10775,0.00838,0.00838,0.00838
56,1904.13,0.0181,1.52237,1.17153,0.45946,0.26209,0.24276,0.07247,0.01782,1.57269,1.11101,0.00835,0.00835,0.00835
57,1929.32,0.01837,1.52,1.15804,0.4339,0.23883,0.21752,0.06419,0.01848,1.69646,1.13112,0.00832,0.00832,0.00832
58,1954.21,0.01812,1.50656,1.16303,0.45888,0.26599,0.23836,0.07074,0.01772,1.59288,1.10134,0.00829,0.00829,0.00829
59,1979.38,0.01846,1.52795,1.14362,0.44685,0.25778,0.23357,0.0681,0.01813,1.66411,1.10854,0.00826,0.00826,0.00826
60,2004.62,0.01845,1.49191,1.1494,0.4684,0.26287,0.23841,0.07071,0.01781,1.63251,1.1021,0.00823,0.00823,0.00823
61,2029.76,0.01815,1.50773,1.15435,0.46867,0.2639,0.24086,0.07351,0.01797,1.72507,1.11793,0.0082,0.0082,0.0082
62,2055.02,0.01801,1.50899,1.154,0.41058,0.21735,0.19436,0.05642,0.01874,1.67044,1.12177,0.00817,0.00817,0.00817
63,2080.07,0.0179,1.46267,1.12892,0.47585,0.27479,0.25851,0.08092,0.01759,1.50264,1.10902,0.00814,0.00814,0.00814
64,2105.23,0.01805,1.47222,1.14672,0.49841,0.27372,0.26557,0.08356,0.01744,1.55218,1.10448,0.00811,0.00811,0.00811
65,2130.55,0.01785,1.4668,1.15415,0.48684,0.26521,0.2653,0.08215,0.01789,1.56985,1.119,0.00808,0.00808,0.00808
66,2155.76,0.01777,1.44035,1.12983,0.47759,0.27302,0.25382,0.07964,0.01748,1.53703,1.10805,0.00805,0.00805,0.00805
67,2181.01,0.01742,1.42856,1.15065,0.47946,0.27651,0.25229,0.07763,0.01761,1.58998,1.11228,0.00802,0.00802,0.00802
68,2206.11,0.01779,1.44455,1.13152,0.47681,0.2572,0.25004,0.07659,0.01803,1.63545,1.12631,0.00799,0.00799,0.00799
69,2231.08,0.0178,1.50429,1.14447,0.46687,0.25387,0.24212,0.07372,0.018,1.65299,1.12066,0.00796,0.00796,0.00796
70,2256.24,0.01746,1.44607,1.1378,0.48228,0.27614,0.26167,0.08251,0.01748,1.56127,1.10376,0.00793,0.00793,0.00793
71,2281.21,0.01779,1.47028,1.12337,0.47794,0.27439,0.25494,0.07796,0.01749,1.56069,1.09988,0.0079,0.0079,0.0079
72,2306.4,0.01773,1.47118,1.14004,0.44879,0.27454,0.24011,0.07323,0.01761,1.59295,1.10798,0.00787,0.00787,0.00787
73,2331.34,0.01778,1.48534,1.12569,0.48356,0.28337,0.266,0.08189,0.01751,1.59154,1.10453,0.00784,0.00784,0.00784
74,2356.58,0.01757,1.40974,1.1215,0.48492,0.2844,0.26426,0.08155,0.01739,1.54267,1.09739,0.00781,0.00781,0.00781
75,2381.62,0.01768,1.44402,1.13183,0.49294,0.28025,0.27039,0.08355,0.01746,1.56853,1.09984,0.00778,0.00778,0.00778
76,2406.99,0.01759,1.44162,1.12801,0.48319,0.2838,0.27684,0.08798,0.01729,1.51566,1.09804,0.00775,0.00775,0.00775
77,2432.26,0.01762,1.42872,1.12654,0.47893,0.28111,0.25943,0.07949,0.01743,1.60041,1.09651,0.00772,0.00772,0.00772
78,2457.28,0.01753,1.41088,1.12453,0.46064,0.27787,0.24854,0.07613,0.01763,1.54785,1.10658,0.00769,0.00769,0.00769
79,2482.3,0.01771,1.40999,1.11611,0.49733,0.29293,0.27016,0.08397,0.01736,1.57476,1.09909,0.00766,0.00766,0.00766
80,2507.41,0.0172,1.41292,1.13356,0.50355,0.29558,0.27502,0.08857,0.01705,1.51869,1.09988,0.00763,0.00763,0.00763
81,2532.8,0.01755,1.3813,1.10901,0.50115,0.27458,0.26385,0.08362,0.0174,1.62196,1.10056,0.0076,0.0076,0.0076
82,2557.86,0.01737,1.37982,1.10621,0.50151,0.29825,0.28357,0.08992,0.01712,1.51911,1.0988,0.00757,0.00757,0.00757
83,2582.88,0.01715,1.39649,1.1324,0.49399,0.27696,0.26477,0.08216,0.01747,1.55398,1.0968,0.00754,0.00754,0.00754
84,2608.09,0.01712,1.3974,1.1261,0.50007,0.2936,0.28664,0.09201,0.01691,1.48688,1.09623,0.00751,0.00751,0.00751
85,2633.45,0.01743,1.38913,1.11629,0.50109,0.29224,0.27568,0.08662,0.01718,1.48904,1.09871,0.00748,0.00748,0.00748
86,2658.49,0.01708,1.38652,1.10716,0.49559,0.28222,0.26909,0.08555,0.01741,1.5768,1.10096,0.00745,0.00745,0.00745
87,2683.55,0.0174,1.3659,1.09985,0.48154,0.2867,0.27375,0.08629,0.0173,1.51221,1.09432,0.00742,0.00742,0.00742
88,2708.78,0.01735,1.37668,1.11611,0.49794,0.29212,0.27362,0.0854,0.01708,1.54499,1.08553,0.00739,0.00739,0.00739
89,2733.75,0.01722,1.37897,1.13192,0.50087,0.29504,0.28573,0.08956,0.01717,1.49704,1.09408,0.00736,0.00736,0.00736
90,2758.84,0.017,1.36112,1.11942,0.49431,0.29204,0.28346,0.08886,0.01721,1.52445,1.09204,0.00733,0.00733,0.00733
91,2784.09,0.01731,1.37735,1.10458,0.4939,0.29466,0.27657,0.08862,0.01723,1.55506,1.09893,0.0073,0.0073,0.0073
92,2809.14,0.01719,1.37498,1.11964,0.475,0.28855,0.27646,0.08638,0.01728,1.5354,1.08817,0.00727,0.00727,0.00727
93,2834.3,0.01744,1.35984,1.08874,0.49333,0.28155,0.27534,0.08659,0.01741,1.53776,1.09741,0.00724,0.00724,0.00724
94,2859.51,0.01704,1.36584,1.10657,0.50138,0.30182,0.28956,0.09332,0.01716,1.48822,1.0937,0.00721,0.00721,0.00721
95,2884.81,0.01695,1.32452,1.09261,0.51667,0.30457,0.29737,0.09581,0.01711,1.50288,1.09668,0.00718,0.00718,0.00718
96,2910.13,0.01712,1.3371,1.07869,0.51202,0.29685,0.2927,0.09335,0.01722,1.50044,1.10193,0.00715,0.00715,0.00715
97,2935.19,0.01682,1.34246,1.09227,0.49817,0.28337,0.27204,0.08311,0.01755,1.55472,1.1038,0.00712,0.00712,0.00712
98,2960.31,0.01708,1.34855,1.09469,0.49571,0.29968,0.28386,0.09022,0.01712,1.51028,1.08819,0.00709,0.00709,0.00709
99,2985.36,0.01701,1.34949,1.08389,0.51367,0.29705,0.29808,0.0973,0.01725,1.53741,1.09618,0.00706,0.00706,0.00706
100,3010.4,0.01715,1.33738,1.09291,0.50017,0.29668,0.28733,0.09241,0.01722,1.50946,1.09942,0.00703,0.00703,0.00703
101,3035.56,0.01683,1.30454,1.11064,0.49661,0.2959,0.28048,0.08938,0.01716,1.53499,1.09022,0.007,0.007,0.007
102,3060.56,0.0171,1.3382,1.09269,0.50647,0.29738,0.29168,0.09441,0.01687,1.50202,1.08825,0.00697,0.00697,0.00697
103,3085.56,0.01662,1.31027,1.09401,0.51856,0.3056,0.30338,0.09792,0.01688,1.449,1.0854,0.00694,0.00694,0.00694
104,3110.71,0.01662,1.29472,1.10687,0.5056,0.29475,0.27783,0.08692,0.01724,1.54261,1.09447,0.00691,0.00691,0.00691
105,3136.08,0.01684,1.32595,1.09821,0.49971,0.30363,0.29677,0.09467,0.01699,1.48397,1.09232,0.00688,0.00688,0.00688
106,3161.14,0.01671,1.29499,1.06178,0.5182,0.30371,0.29363,0.09432,0.01708,1.46997,1.0877,0.00685,0.00685,0.00685
107,3186.14,0.01697,1.3272,1.08626,0.50118,0.31382,0.30267,0.09778,0.01698,1.48313,1.09163,0.00682,0.00682,0.00682
108,3211.39,0.01683,1.32596,1.08518,0.50681,0.30248,0.28928,0.09296,0.01709,1.53938,1.08884,0.00679,0.00679,0.00679
109,3236.57,0.01654,1.32079,1.099,0.50155,0.3047,0.2942,0.09482,0.01701,1.47881,1.09148,0.00676,0.00676,0.00676
110,3261.66,0.01655,1.31137,1.10781,0.51434,0.31106,0.30069,0.09624,0.01703,1.47812,1.08957,0.00673,0.00673,0.00673
111,3286.84,0.01649,1.29403,1.10091,0.5131,0.30055,0.29512,0.09534,0.01705,1.50767,1.09621,0.0067,0.0067,0.0067
112,3311.94,0.01654,1.27508,1.09674,0.52436,0.30819,0.30955,0.09946,0.01693,1.46371,1.09046,0.00667,0.00667,0.00667
113,3337.12,0.01658,1.2824,1.09031,0.5173,0.30633,0.30346,0.09873,0.01681,1.44943,1.09087,0.00664,0.00664,0.00664
114,3362.31,0.01661,1.29894,1.08772,0.51197,0.30309,0.29754,0.09658,0.01708,1.49381,1.09531,0.00661,0.00661,0.00661
115,3387.43,0.01659,1.28186,1.08694,0.51117,0.30675,0.30291,0.10065,0.01712,1.52345,1.09371,0.00658,0.00658,0.00658
116,3412.5,0.01674,1.29016,1.07474,0.51054,0.30387,0.29009,0.09354,0.01711,1.52846,1.09228,0.00655,0.00655,0.00655
117,3437.76,0.01645,1.24627,1.07642,0.50955,0.31415,0.30533,0.09814,0.01695,1.45552,1.09412,0.00652,0.00652,0.00652
118,3462.87,0.01653,1.26872,1.09252,0.5072,0.30979,0.3012,0.09746,0.01703,1.49075,1.09064,0.00649,0.00649,0.00649
119,3488.22,0.01636,1.27994,1.07789,0.51072,0.31102,0.30509,0.10062,0.01684,1.45956,1.099,0.00646,0.00646,0.00646
120,3513.62,0.01623,1.27887,1.0866,0.48694,0.29648,0.28144,0.0894,0.01725,1.51954,1.0994,0.00643,0.00643,0.00643
121,3538.45,0.01644,1.27687,1.10455,0.51929,0.30322,0.29706,0.09588,0.01704,1.46669,1.0977,0.0064,0.0064,0.0064
122,3563.24,0.01618,1.23175,1.07539,0.52294,0.31068,0.31218,0.10329,0.01686,1.44348,1.09256,0.00637,0.00637,0.00637
123,3588.26,0.01651,1.25187,1.08064,0.51113,0.31217,0.3051,0.09869,0.01684,1.47267,1.08435,0.00634,0.00634,0.00634
124,3613.73,0.01614,1.2575,1.07662,0.52732,0.30753,0.3061,0.09953,0.01687,1.44918,1.08826,0.00631,0.00631,0.00631
125,3639.02,0.01639,1.25086,1.07997,0.51024,0.31608,0.30435,0.09985,0.01664,1.4532,1.08366,0.00628,0.00628,0.00628
126,3663.86,0.0162,1.22964,1.05634,0.50208,0.30265,0.29423,0.09475,0.01696,1.4547,1.08588,0.00625,0.00625,0.00625
127,3688.76,0.01634,1.27012,1.07564,0.53541,0.3176,0.31646,0.10408,0.01671,1.4533,1.09074,0.00622,0.00622,0.00622
128,3713.64,0.01627,1.28038,1.0661,0.52934,0.3089,0.30719,0.0993,0.01691,1.50346,1.09091,0.00619,0.00619,0.00619
129,3738.36,0.01615,1.22316,1.08811,0.525,0.31423,0.31537,0.10399,0.01682,1.48953,1.08562,0.00616,0.00616,0.00616
130,3763.21,0.01606,1.20457,1.06972,0.52877,0.31014,0.30786,0.10276,0.01668,1.48793,1.08656,0.00613,0.00613,0.00613
131,3788.22,0.0161,1.25093,1.0733,0.53153,0.31485,0.31733,0.10417,0.01683,1.4512,1.08914,0.0061,0.0061,0.0061
132,3813.16,0.01617,1.24637,1.06265,0.52258,0.31094,0.30592,0.09954,0.01704,1.51892,1.09625,0.00607,0.00607,0.00607
133,3838,0.0162,1.25928,1.07265,0.51026,0.30137,0.29662,0.098,0.01689,1.53033,1.08386,0.00604,0.00604,0.00604
134,3862.86,0.01614,1.25182,1.08227,0.52078,0.30807,0.30475,0.10133,0.01677,1.48881,1.08579,0.00601,0.00601,0.00601
135,3887.68,0.01614,1.23229,1.05874,0.52469,0.31143,0.31847,0.1058,0.0169,1.47269,1.09793,0.00598,0.00598,0.00598
136,3912.59,0.01616,1.21659,1.06503,0.52466,0.3118,0.31218,0.10112,0.01688,1.48867,1.09065,0.00595,0.00595,0.00595
137,3937.26,0.01577,1.20979,1.05103,0.51002,0.31098,0.30247,0.09955,0.01685,1.45284,1.08868,0.00592,0.00592,0.00592
138,3962.06,0.01604,1.21908,1.081,0.51293,0.31254,0.30923,0.10264,0.01668,1.42858,1.09044,0.00589,0.00589,0.00589
139,3987.21,0.01607,1.2253,1.07051,0.51344,0.31172,0.31191,0.10225,0.01678,1.46065,1.08385,0.00586,0.00586,0.00586
140,4012.18,0.01612,1.23285,1.07382,0.49883,0.29414,0.29296,0.09295,0.017,1.51916,1.08622,0.00583,0.00583,0.00583
141,4037.07,0.01601,1.21386,1.08187,0.53032,0.31123,0.31618,0.10523,0.01675,1.47803,1.08118,0.0058,0.0058,0.0058
142,4061.93,0.01611,1.21236,1.06639,0.53138,0.31271,0.31473,0.10444,0.01671,1.44696,1.08617,0.00577,0.00577,0.00577
143,4086.76,0.01602,1.21589,1.072,0.53246,0.31793,0.31748,0.10655,0.01661,1.45245,1.08437,0.00574,0.00574,0.00574
144,4111.62,0.01611,1.22571,1.06051,0.52185,0.31538,0.31906,0.10567,0.01672,1.4727,1.08576,0.00571,0.00571,0.00571
145,4136.46,0.01612,1.22544,1.05845,0.52127,0.31378,0.31255,0.1022,0.01695,1.4818,1.09078,0.00568,0.00568,0.00568
146,4161.31,0.01596,1.22683,1.07724,0.51956,0.31883,0.31423,0.10364,0.01681,1.42198,1.09089,0.00565,0.00565,0.00565
147,4186.2,0.01581,1.18617,1.05571,0.53044,0.3132,0.31581,0.10366,0.01678,1.4668,1.08894,0.00562,0.00562,0.00562
148,4211.21,0.01574,1.19454,1.05849,0.51254,0.31452,0.30547,0.09998,0.01681,1.47572,1.08547,0.00559,0.00559,0.00559
149,4236.21,0.01601,1.1937,1.05569,0.51524,0.31217,0.30704,0.10175,0.01701,1.45724,1.09064,0.00556,0.00556,0.00556
150,4261.14,0.01591,1.18407,1.05558,0.52718,0.31825,0.32027,0.10727,0.0166,1.46287,1.08613,0.00553,0.00553,0.00553
151,4286.11,0.01608,1.21822,1.05628,0.50762,0.31567,0.31065,0.10242,0.01673,1.43825,1.09128,0.0055,0.0055,0.0055
152,4310.91,0.01557,1.17467,1.05591,0.53949,0.31538,0.32067,0.10819,0.01682,1.49854,1.09433,0.00547,0.00547,0.00547
153,4336.38,0.01578,1.19623,1.05632,0.52716,0.31316,0.31817,0.1057,0.0169,1.44302,1.09044,0.00544,0.00544,0.00544
154,4361.68,0.01549,1.15225,1.03646,0.51729,0.31435,0.31711,0.10528,0.01682,1.47513,1.09266,0.00541,0.00541,0.00541
155,4386.48,0.01544,1.16078,1.06689,0.5294,0.31633,0.3227,0.10849,0.01671,1.45275,1.08591,0.00538,0.00538,0.00538
156,4411.49,0.01546,1.16084,1.05901,0.54718,0.3148,0.32446,0.10899,0.01673,1.46559,1.09219,0.00535,0.00535,0.00535
157,4436.32,0.0159,1.19936,1.05381,0.52175,0.31148,0.30777,0.10128,0.01698,1.45822,1.09603,0.00532,0.00532,0.00532
158,4461.27,0.01572,1.18282,1.05885,0.52671,0.31883,0.30921,0.10153,0.01694,1.44736,1.0904,0.00529,0.00529,0.00529
159,4486.24,0.01557,1.14988,1.05067,0.51358,0.30745,0.30573,0.09985,0.01712,1.54678,1.09581,0.00526,0.00526,0.00526
160,4510.98,0.01557,1.18239,1.06558,0.52981,0.30426,0.3014,0.09792,0.01713,1.54199,1.09309,0.00523,0.00523,0.00523
161,4535.86,0.01572,1.18236,1.05055,0.53684,0.31439,0.32456,0.10718,0.017,1.49732,1.09885,0.0052,0.0052,0.0052
162,4560.5,0.0153,1.15257,1.04374,0.51384,0.30544,0.30635,0.10078,0.01707,1.48537,1.09774,0.00517,0.00517,0.00517
163,4585.49,0.01584,1.16017,1.03103,0.52796,0.31916,0.32529,0.10746,0.01693,1.46595,1.09314,0.00514,0.00514,0.00514
164,4610.4,0.01562,1.14798,1.03907,0.52869,0.3208,0.32769,0.10893,0.01676,1.42733,1.09901,0.00511,0.00511,0.00511
165,4635.21,0.01557,1.1657,1.06722,0.52806,0.32006,0.32347,0.10703,0.01671,1.43568,1.08678,0.00508,0.00508,0.00508
166,4659.9,0.01528,1.14125,1.05104,0.53062,0.3208,0.32024,0.10659,0.01669,1.42198,1.09641,0.00505,0.00505,0.00505
167,4684.88,0.01574,1.15335,1.04935,0.52954,0.32138,0.32524,0.10659,0.01703,1.47371,1.09854,0.00502,0.00502,0.00502
168,4709.86,0.01573,1.15738,1.05754,0.53704,0.32105,0.33219,0.11098,0.01669,1.42287,1.0974,0.00499,0.00499,0.00499
169,4734.92,0.01533,1.14553,1.05387,0.54461,0.32836,0.33449,0.11183,0.01665,1.41684,1.08799,0.00496,0.00496,0.00496
170,4759.91,0.01582,1.1525,1.03356,0.52496,0.31996,0.31904,0.10446,0.01701,1.46419,1.10033,0.00493,0.00493,0.00493
171,4784.79,0.01534,1.14831,1.05065,0.53749,0.31953,0.32651,0.10881,0.01688,1.43199,1.10403,0.0049,0.0049,0.0049
172,4809.85,0.01541,1.13731,1.03848,0.54404,0.33165,0.33601,0.11234,0.01663,1.42403,1.09527,0.00487,0.00487,0.00487
173,4834.69,0.01558,1.15945,1.04268,0.52173,0.31554,0.31624,0.10492,0.01687,1.45067,1.09594,0.00484,0.00484,0.00484
174,4859.55,0.01537,1.11478,1.03604,0.54349,0.32748,0.32545,0.10726,0.01673,1.41857,1.10052,0.00481,0.00481,0.00481
175,4884.45,0.01565,1.14747,1.04257,0.53349,0.32672,0.3408,0.11401,0.0167,1.42405,1.09556,0.00478,0.00478,0.00478
176,4909.37,0.01524,1.13139,1.04724,0.52871,0.32733,0.32733,0.10955,0.01675,1.42161,1.10076,0.00475,0.00475,0.00475
177,4934.36,0.01539,1.1178,1.04433,0.53823,0.32105,0.3282,0.11061,0.01682,1.45396,1.09858,0.00472,0.00472,0.00472
178,4959.31,0.01562,1.15106,1.04161,0.52805,0.31797,0.32315,0.10704,0.01673,1.44169,1.09709,0.00469,0.00469,0.00469
179,4984.07,0.01521,1.12711,1.02296,0.54626,0.32688,0.33404,0.11058,0.01666,1.41271,1.08837,0.00466,0.00466,0.00466
180,5008.87,0.01516,1.10962,1.03602,0.53864,0.32203,0.3266,0.10842,0.01673,1.45447,1.09553,0.00463,0.00463,0.00463
181,5034.03,0.01526,1.1099,1.0319,0.54206,0.32421,0.33212,0.11162,0.01662,1.43937,1.09614,0.0046,0.0046,0.0046
182,5059.35,0.01526,1.11939,1.02918,0.52887,0.32051,0.32047,0.10678,0.01684,1.45526,1.09959,0.00457,0.00457,0.00457
183,5084.4,0.01515,1.10451,1.04046,0.54181,0.32717,0.33128,0.11133,0.0168,1.44153,1.10113,0.00454,0.00454,0.00454
184,5109.17,0.01521,1.12261,1.02985,0.53515,0.32446,0.32752,0.10884,0.01689,1.49409,1.105,0.00451,0.00451,0.00451
185,5134.12,0.01523,1.11132,1.03572,0.5333,0.32631,0.32654,0.10748,0.01685,1.45163,1.1028,0.00448,0.00448,0.00448
186,5158.92,0.01528,1.12923,1.04325,0.54211,0.31706,0.322,0.10718,0.01694,1.44118,1.09954,0.00445,0.00445,0.00445
187,5183.79,0.01508,1.10724,1.04988,0.53395,0.32849,0.33647,0.11357,0.01674,1.43448,1.10698,0.00442,0.00442,0.00442
188,5208.5,0.01503,1.11353,1.04656,0.53238,0.32097,0.33054,0.1114,0.01689,1.46028,1.10015,0.00439,0.00439,0.00439
189,5233.29,0.0151,1.1085,1.03517,0.53421,0.3225,0.32636,0.10959,0.01671,1.44169,1.09309,0.00436,0.00436,0.00436
190,5258.05,0.01527,1.10344,1.03279,0.53406,0.31871,0.31713,0.10368,0.01695,1.45999,1.10022,0.00433,0.00433,0.00433
191,5283.01,0.0154,1.12053,1.03512,0.53342,0.31386,0.31676,0.10482,0.01691,1.4421,1.1074,0.0043,0.0043,0.0043
192,5308.01,0.01503,1.08028,1.01923,0.53431,0.31682,0.32136,0.10686,0.01679,1.45167,1.09983,0.00427,0.00427,0.00427
